id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
maaD6nR4OfZv-FzDIYNRHQ,zaya-1943-korean-steakhouse-chattanooga,Zaya 1943 Korean Steakhouse,https://s3-media4.fl.yelpcdn.com/bphoto/oYmpWQyi1cxRwL5LedwDoQ/o.jpg,False,https://www.yelp.com/biz/zaya-1943-korean-steakhouse-chattanooga?adjust_creative=dDrgJ5jr3huSDkINiLtKBw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dDrgJ5jr3huSDkINiLtKBw,81,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'korean', 'title': 'Korean'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 35.063874, 'longitude': -85.312217}",[],,"{'address1': '300 Cherokee Blvd', 'address2': 'Ste 125', 'address3': None, 'city': 'Chattanooga', 'zip_code': '37405', 'country': 'US', 'state': 'TN', 'display_address': ['300 Cherokee Blvd', 'Ste 125', 'Chattanooga, TN 37405']}",+14236439292,(423) 643-9292,6034.393897002538
7ASs728REzKdrqFNzWqKEw,formosa-restaurant-chattanooga,Formosa Restaurant,https://s3-media4.fl.yelpcdn.com/bphoto/-KcfRaCllNERfdghqnzH7A/o.jpg,False,https://www.yelp.com/biz/formosa-restaurant-chattanooga?adjust_creative=dDrgJ5jr3huSDkINiLtKBw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dDrgJ5jr3huSDkINiLtKBw,177,"[{'alias': 'shanghainese', 'title': 'Shanghainese'}, {'alias': 'cantonese', 'title': 'Cantonese'}, {'alias': 'szechuan', 'title': 'Szechuan'}]",3.5,"{'latitude': 35.137956499563, 'longitude': -85.249240066405}",['delivery'],$$,"{'address1': '5425 Hwy 153', 'address2': '', 'address3': '', 'city': 'Chattanooga', 'zip_code': '37343', 'country': 'US', 'state': 'TN', 'display_address': ['5425 Hwy 153', 'Chattanooga, TN 37343']}",+14238756953,(423) 875-6953,4674.955940423123
qf6ZdGmguH9MwcVaAzY2yA,two-ten-jack-chattanooga,Two Ten Jack,https://s3-media4.fl.yelpcdn.com/bphoto/APLT6b8pa4EyC-rauzVrYA/o.jpg,False,https://www.yelp.com/biz/two-ten-jack-chattanooga?adjust_creative=dDrgJ5jr3huSDkINiLtKBw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dDrgJ5jr3huSDkINiLtKBw,477,"[{'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'izakaya', 'title': 'Izakaya'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 35.0427550928845, 'longitude': -85.3087406363998}","['pickup', 'delivery']",$$,"{'address1': '1110 Market St', 'address2': 'Ste FC4', 'address3': '', 'city': 'Chattanooga', 'zip_code': '37402', 'country': 'US', 'state': 'TN', 'display_address': ['1110 Market St', 'Ste FC4', 'Chattanooga, TN 37402']}",+14235518799,(423) 551-8799,7496.807521378264
dGFmnL-rfigKKssT2As-bQ,chaos-mongolian-grill-chattanooga,Chao's Mongolian Grill,https://s3-media3.fl.yelpcdn.com/bphoto/98jWoircDTeF4G_Xo-Ii7A/o.jpg,False,https://www.yelp.com/biz/chaos-mongolian-grill-chattanooga?adjust_creative=dDrgJ5jr3huSDkINiLtKBw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dDrgJ5jr3huSDkINiLtKBw,93,"[{'alias': 'mongolian', 'title': 'Mongolian'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}]",4.5,"{'latitude': 35.01148381212187, 'longitude': -85.21308444330985}",['delivery'],$$,"{'address1': '5726 Brainerd Rd', 'address2': '', 'address3': '', 'city': 'Chattanooga', 'zip_code': '37411', 'country': 'US', 'state': 'TN', 'display_address': ['5726 Brainerd Rd', 'Chattanooga, TN 37411']}",+14235531128,(423) 553-1128,10375.491581015398
l0r5ohrWFRpBpvZcBgwN5A,taichi-bubble-tea-downtown-chattanooga,Taichi Bubble Tea Downtown,https://s3-media4.fl.yelpcdn.com/bphoto/jyh3ProvAghE6ySWkGUwTQ/o.jpg,False,https://www.yelp.com/biz/taichi-bubble-tea-downtown-chattanooga?adjust_creative=dDrgJ5jr3huSDkINiLtKBw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dDrgJ5jr3huSDkINiLtKBw,141,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'poke', 'title': 'Poke'}]",4.0,"{'latitude': 35.05147, 'longitude': -85.31089}","['pickup', 'delivery']",$$,"{'address1': '411 Broad St', 'address2': 'Ste 111', 'address3': '', 'city': 'Chattanooga', 'zip_code': '37402', 'country': 'US', 'state': 'TN', 'display_address': ['411 Broad St', 'Ste 111', 'Chattanooga, TN 37402']}",+14235415100,(423) 541-5100,6873.432707888447
hpThmiu7yfcQEi-IhhcNsg,rice-box-chattanooga,Rice Box,https://s3-media1.fl.yelpcdn.com/bphoto/uQo0oYZVq8sHPfFzMh-Tiw/o.jpg,False,https://www.yelp.com/biz/rice-box-chattanooga?adjust_creative=dDrgJ5jr3huSDkINiLtKBw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dDrgJ5jr3huSDkINiLtKBw,108,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",3.5,"{'latitude': 35.1064, 'longitude': -85.27148}",['delivery'],$$,"{'address1': '3600 Hixson Pike', 'address2': 'Ste 104', 'address3': '', 'city': 'Chattanooga', 'zip_code': '37415', 'country': 'US', 'state': 'TN', 'display_address': ['3600 Hixson Pike', 'Ste 104', 'Chattanooga, TN 37415']}",+14233050206,(423) 305-0206,1498.6586569818642
le6msBiVy_C_FlWL_hWycA,chopstix-chattanooga-3,Chopstix,https://s3-media1.fl.yelpcdn.com/bphoto/we3au2z9wSbJNUTV-gXQaw/o.jpg,False,https://www.yelp.com/biz/chopstix-chattanooga-3?adjust_creative=dDrgJ5jr3huSDkINiLtKBw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dDrgJ5jr3huSDkINiLtKBw,214,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'korean', 'title': 'Korean'}]",4.0,"{'latitude': 35.0432567762187, 'longitude': -85.1657224074074}",['delivery'],$$,"{'address1': '6903 Lee Hwy', 'address2': '', 'address3': None, 'city': 'Chattanooga', 'zip_code': '37421', 'country': 'US', 'state': 'TN', 'display_address': ['6903 Lee Hwy', 'Chattanooga, TN 37421']}",+14233050537,(423) 305-0537,10394.821496736908
7_aDCNR6edRhS7gvmlk2jQ,totto-sushi-and-grill-chattanooga,Totto Sushi & Grill,https://s3-media2.fl.yelpcdn.com/bphoto/7CG45Muly9Fe3b_Z0WY_TQ/o.jpg,False,https://www.yelp.com/biz/totto-sushi-and-grill-chattanooga?adjust_creative=dDrgJ5jr3huSDkINiLtKBw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dDrgJ5jr3huSDkINiLtKBw,233,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.0,"{'latitude': 35.06183, 'longitude': -85.30565}",['delivery'],$$,"{'address1': '330 Frazier Ave', 'address2': 'Ste 124', 'address3': '', 'city': 'Chattanooga', 'zip_code': '37405', 'country': 'US', 'state': 'TN', 'display_address': ['330 Frazier Ave', 'Ste 124', 'Chattanooga, TN 37405']}",+14235088898,(423) 508-8898,5722.661662757288
xegRlihfq9GTMwiM-Ct95w,rain-thai-bistro-chattanooga,Rain Thai Bistro,https://s3-media2.fl.yelpcdn.com/bphoto/F2E58AAY_4NxQCUuik4HSg/o.jpg,False,https://www.yelp.com/biz/rain-thai-bistro-chattanooga?adjust_creative=dDrgJ5jr3huSDkINiLtKBw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dDrgJ5jr3huSDkINiLtKBw,358,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",3.5,"{'latitude': 35.044631472223365, 'longitude': -85.16619664333568}","['pickup', 'delivery']",$$,"{'address1': '6933 Lee Hwy', 'address2': 'Ste 400', 'address3': None, 'city': 'Chattanooga', 'zip_code': '37421', 'country': 'US', 'state': 'TN', 'display_address': ['6933 Lee Hwy', 'Ste 400', 'Chattanooga, TN 37421']}",+14233865586,(423) 386-5586,10272.400810782849
sNVTNvsah3LgBIoPwhh_Sg,noodles-and-pho-hixson,Noodles & Pho,https://s3-media2.fl.yelpcdn.com/bphoto/39y-qk_95INKog1jKV1deA/o.jpg,False,https://www.yelp.com/biz/noodles-and-pho-hixson?adjust_creative=dDrgJ5jr3huSDkINiLtKBw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dDrgJ5jr3huSDkINiLtKBw,134,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'noodles', 'title': 'Noodles'}]",4.0,"{'latitude': 35.14050827258914, 'longitude': -85.24521738529108}",['delivery'],$$,"{'address1': '5450 Hwy 153', 'address2': '', 'address3': '', 'city': 'Hixson', 'zip_code': '37343', 'country': 'US', 'state': 'TN', 'display_address': ['5450 Hwy 153', 'Hixson, TN 37343']}",+14235313462,(423) 531-3462,5034.516754732209
HcM5xrWhdsYmkkaighVEIg,tao-asian-cuisine-ringgold,Tao Asian Cuisine,https://s3-media2.fl.yelpcdn.com/bphoto/EzAaJRrFPgnBuHXKmP75Ng/o.jpg,False,https://www.yelp.com/biz/tao-asian-cuisine-ringgold?adjust_creative=dDrgJ5jr3huSDkINiLtKBw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dDrgJ5jr3huSDkINiLtKBw,23,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'teppanyaki', 'title': 'Teppanyaki'}, {'alias': 'chinese', 'title': 'Chinese'}]",4.5,"{'latitude': 34.91195833, 'longitude': -85.13055667}",[],$$,"{'address1': '114 Remco Shops Ln', 'address2': '', 'address3': None, 'city': 'Ringgold', 'zip_code': '30736', 'country': 'US', 'state': 'GA', 'display_address': ['114 Remco Shops Ln', 'Ringgold, GA 30736']}",+17069521818,(706) 952-1818,23662.098313940034
vOtj5f91SsVmntIqncidUg,thai-chili-asian-bistro-ooltewah,Thai Chili Asian Bistro,https://s3-media2.fl.yelpcdn.com/bphoto/lAsqhZHf9vjpZLKLhvqvzQ/o.jpg,False,https://www.yelp.com/biz/thai-chili-asian-bistro-ooltewah?adjust_creative=dDrgJ5jr3huSDkINiLtKBw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dDrgJ5jr3huSDkINiLtKBw,192,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",4.5,"{'latitude': 35.0855961479105, 'longitude': -85.0618633611904}",['delivery'],$$,"{'address1': '9203 Lee Hwy', 'address2': 'Ste 12', 'address3': '', 'city': 'Ooltewah', 'zip_code': '37363', 'country': 'US', 'state': 'TN', 'display_address': ['9203 Lee Hwy', 'Ste 12', 'Ooltewah, TN 37363']}",+14237775055,(423) 777-5055,18015.27687845261
5tLFpbstSSaE56L7UwT0BQ,thai-smile-chattanooga,Thai Smile,https://s3-media4.fl.yelpcdn.com/bphoto/tHk2E5rnzeACDJ7UWqERTA/o.jpg,False,https://www.yelp.com/biz/thai-smile-chattanooga?adjust_creative=dDrgJ5jr3huSDkINiLtKBw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dDrgJ5jr3huSDkINiLtKBw,202,"[{'alias': 'thai', 'title': 'Thai'}]",3.0,"{'latitude': 35.0541672665334, 'longitude': -85.3098331814131}","['delivery', 'pickup']",$$,"{'address1': '219 Market St', 'address2': '', 'address3': '', 'city': 'Chattanooga', 'zip_code': '37402', 'country': 'US', 'state': 'TN', 'display_address': ['219 Market St', 'Chattanooga, TN 37402']}",+14232662333,(423) 266-2333,6593.676697467763
IXwiaMs29AGa2xXv8SLBIg,fulins-asian-cuisine-ooltewah,Fulin's Asian Cuisine,https://s3-media2.fl.yelpcdn.com/bphoto/EiiTKPdptZQCRBKdNr3VGw/o.jpg,False,https://www.yelp.com/biz/fulins-asian-cuisine-ooltewah?adjust_creative=dDrgJ5jr3huSDkINiLtKBw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dDrgJ5jr3huSDkINiLtKBw,72,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'japanese', 'title': 'Japanese'}]",4.0,"{'latitude': 35.0754, 'longitude': -85.06156}","['delivery', 'pickup']",$$,"{'address1': '6011 Chesterton Way', 'address2': 'Ste 103', 'address3': '', 'city': 'Ooltewah', 'zip_code': '37363', 'country': 'US', 'state': 'TN', 'display_address': ['6011 Chesterton Way', 'Ste 103', 'Ooltewah, TN 37363']}",+14239100647,(423) 910-0647,18672.20449107922
k63yzKlb0FPu8ZWdH49Fpw,hong-kong-chinese-restaurant-chattanooga,Hong Kong Chinese Restaurant,https://s3-media1.fl.yelpcdn.com/bphoto/PrFo9r0CslFuA-jlgR1sjQ/o.jpg,False,https://www.yelp.com/biz/hong-kong-chinese-restaurant-chattanooga?adjust_creative=dDrgJ5jr3huSDkINiLtKBw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dDrgJ5jr3huSDkINiLtKBw,39,"[{'alias': 'chinese', 'title': 'Chinese'}]",4.0,"{'latitude': 34.99949, 'longitude': -85.1337}",['delivery'],$,"{'address1': '8644 E Brainerd Rd', 'address2': 'Ste C2', 'address3': '', 'city': 'Chattanooga', 'zip_code': '37421', 'country': 'US', 'state': 'TN', 'display_address': ['8644 E Brainerd Rd', 'Ste C2', 'Chattanooga, TN 37421']}",+14238994878,(423) 899-4878,15757.201088514445
AYflpmABA_oZeL3Jb5wy3w,thai-garden-fort-oglethorpe,Thai Garden,https://s3-media2.fl.yelpcdn.com/bphoto/Yi9GpvrJOMoyoxzQ2MtGWQ/o.jpg,False,https://www.yelp.com/biz/thai-garden-fort-oglethorpe?adjust_creative=dDrgJ5jr3huSDkINiLtKBw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dDrgJ5jr3huSDkINiLtKBw,103,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'chinese', 'title': 'Chinese'}]",4.5,"{'latitude': 34.9552763638109, 'longitude': -85.25350878719}",[],$,"{'address1': '685 Battlefield Pkwy', 'address2': None, 'address3': None, 'city': 'Fort Oglethorpe', 'zip_code': '30742', 'country': 'US', 'state': 'GA', 'display_address': ['685 Battlefield Pkwy', 'Fort Oglethorpe, GA 30742']}",+17068667025,(706) 866-7025,15739.499452774115
0_uGsZn5YXfKd2sdkjaDhg,little-manila-store-east-ridge,Little Manila Store,https://s3-media2.fl.yelpcdn.com/bphoto/A2-fMx3pNGDqFOfkVLi2VQ/o.jpg,False,https://www.yelp.com/biz/little-manila-store-east-ridge?adjust_creative=dDrgJ5jr3huSDkINiLtKBw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dDrgJ5jr3huSDkINiLtKBw,4,"[{'alias': 'grocery', 'title': 'Grocery'}]",4.0,"{'latitude': 34.99657, 'longitude': -85.236631}",[],,"{'address1': '1426 S Moore Rd', 'address2': 'Ste C', 'address3': None, 'city': 'East Ridge', 'zip_code': '37412', 'country': 'US', 'state': 'TN', 'display_address': ['1426 S Moore Rd', 'Ste C', 'East Ridge, TN 37412']}",+14232969990,(423) 296-9990,11327.71505096522
DwuE5oXK31YPvW3h7XWidg,sawasdee-thai-restaurant-chattanooga,Sawasdee Thai Restaurant,https://s3-media1.fl.yelpcdn.com/bphoto/59PEN2HHkyZHJJ9KKBngzg/o.jpg,False,https://www.yelp.com/biz/sawasdee-thai-restaurant-chattanooga?adjust_creative=dDrgJ5jr3huSDkINiLtKBw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dDrgJ5jr3huSDkINiLtKBw,57,"[{'alias': 'thai', 'title': 'Thai'}]",4.0,"{'latitude': 35.0079689025879, 'longitude': -85.3282852172852}",['delivery'],$$,"{'address1': '4008 St Elmo Ave', 'address2': '', 'address3': '', 'city': 'Chattanooga', 'zip_code': '37409', 'country': 'US', 'state': 'TN', 'display_address': ['4008 St Elmo Ave', 'Chattanooga, TN 37409']}",+14238229001,(423) 822-9001,11703.942359005821
dGaXGpvL8quK00GUEIXDZg,tesss-kitchen-cafe-pelham,Tess's Kitchen Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/ZWqOGltVD5q1elikaLQEYg/o.jpg,False,https://www.yelp.com/biz/tesss-kitchen-cafe-pelham?adjust_creative=dDrgJ5jr3huSDkINiLtKBw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dDrgJ5jr3huSDkINiLtKBw,16,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'desserts', 'title': 'Desserts'}]",5.0,"{'latitude': 35.315638, 'longitude': -85.881996}",[],$,"{'address1': '1553 US 41', 'address2': '', 'address3': None, 'city': 'Pelham', 'zip_code': '37366', 'country': 'US', 'state': 'TN', 'display_address': ['1553 US 41', 'Pelham, TN 37366']}",+19314678113,(931) 467-8113,61580.45498863268
